"payment_month","user_id","language","age","revenue","payment_first_month","payment_first","revenue_first","churned_month","churned_user","churned_revenue","expansion_revenue","contraction_revenue","lt"
2022-07-01,GEAVJz1gd3SThbDZR01fcA==,uk,14,75.36,2022-04-01,0,0,2022-08-01,1,75.36,39.30,0,6.0
2022-07-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,107.07,2022-06-01,0,0,2022-08-01,0,0,55.83,0,5.0
2022-07-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,45.96,2022-03-01,0,0,2022-08-01,0,0,0,-36.84,9.0
2022-07-01,GOl6BQXsy0zvbvIWIoKEQw==,ru,18,114.75,2022-05-01,0,0,2022-08-01,0,0,0,0,6.0
2022-07-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,85.17,2022-04-01,0,0,2022-08-01,0,0,43.65,0,7.0
2022-07-01,gT0iqDKuIXNm4ceMd9eZ1A==,uk,20,92.19,2022-07-01,1,92.19,2022-08-01,0,0,0,0,5.0
2022-07-01,H2Tik+BqoLgAQX4uSw/8vA==,uk,30,18.12,2022-04-01,0,0,2022-08-01,1,18.12,0,-33.09,5.0
2022-07-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,55.89,2022-04-01,0,0,2022-08-01,0,0,23.82,0,7.0
2022-07-01,hi1ErLiMLDP0HWvMqLKv6g==,ru,18,117.78,2022-07-01,1,117.78,2022-08-01,0,0,0,0,5.0
2022-07-01,HJccOn6v5KHqBa8wRu42oQ==,uk,20,25.2,2022-03-01,0,0,2022-08-01,1,25.2,0,0,6.0
2022-07-01,hvvcK5gx+FdZE6DZA3df+Q==,uk,29,13.92,2022-07-01,1,13.92,2022-08-01,1,13.92,0,0,0.0
2022-07-01,HWpnvfSvYzUsQCcCKhetIg==,uk,19,28.23,2022-07-01,1,28.23,2022-08-01,0,0,0,0,5.0
2022-07-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,41.67,2022-03-01,0,0,2022-08-01,0,0,0,-25.29,9.0
2022-07-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,84.45,2022-05-01,0,0,2022-08-01,0,0,0,-18.69,7.0
2022-07-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,48.78,2022-03-01,0,0,2022-08-01,0,0,13.89,0,7.0
2022-07-01,iFnn4bfYgNs8OS5MCcLjeA==,uk,28,21.39,2022-04-01,0,0,2022-08-01,1,21.39,0,0,7.0
2022-07-01,iIytnKqiHLJVVoC/S4HgPQ==,ru,24,12.51,2022-07-01,1,12.51,2022-08-01,1,12.51,0,0,0.0
2022-07-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,17.07,2022-06-01,0,0,2022-08-01,0,0,0,-37.47,5.0
2022-07-01,JBV4ilPNTtWevrqq146kyg==,uk,43,34.59,2022-06-01,0,0,2022-08-01,1,34.59,18.21,0,1.0
2022-07-01,juwM8fLyplCQTgKTP8dJgQ==,ru,34,15.45,2022-07-01,1,15.45,2022-08-01,0,0,0,0,4.0
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,36.21,2022-03-01,0,0,2022-08-01,0,0,0,-30.24,9.0
2022-07-01,K/6KHxREKTlFZXRfBNVNuQ==,ru,19,38.07,2022-04-01,0,0,2022-08-01,1,38.07,23.43,0,6.0
2022-07-01,L8+KU8u6xftnkFVO501X7w==,uk,30,14.04,2022-07-01,1,14.04,2022-08-01,0,0,0,0,1.0
2022-07-01,lCD23Awt3KotauWenCRr5w==,uk,20,22.98,2022-04-01,0,0,2022-08-01,1,22.98,0,0,3.0
2022-07-01,Lug+Yg90jslWgHEN6dc+Ng==,uk,21,93.36,2022-04-01,0,0,2022-08-01,0,0,74.70,0,8.0
2022-07-01,lx3SsUV7NOrv93tCexVp5A==,uk,16,36.21,2022-07-01,1,36.21,2022-08-01,0,0,0,0,5.0
2022-07-01,m7Hk77dySHBbxrKgro1Hjg==,uk,30,22.77,2022-07-01,1,22.77,2022-08-01,0,0,0,0,4.0
2022-07-01,MRcEXu/KG95hsIyJM/816A==,uk,32,14.73,2022-05-01,0,0,2022-08-01,0,0,0,-8.67,6.0
2022-07-01,ngOdQ8biXsraLxTHS862fw==,ru,25,13.92,2022-07-01,1,13.92,2022-08-01,1,13.92,0,0,0.0
2022-07-01,ni2+3lFt9yVqbt5Vtc8BMQ==,uk,18,17.76,2022-07-01,1,17.76,2022-08-01,1,17.76,0,0,0.0
2022-07-01,NntDesROB4ANrudTCXEScA==,ru,37,39.12,2022-07-01,1,39.12,2022-08-01,1,39.12,0,0,4.0
2022-07-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,83.70,2022-04-01,0,0,2022-08-01,0,0,18.45,0,8.0
2022-07-01,o55dseByUOl9s5IQCz1kuQ==,uk,22,15.03,2022-03-01,0,0,2022-08-01,0,0,1.77,0,5.0
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,en,20,56.04,2022-04-01,0,0,2022-08-01,0,0,0,-42.33,5.0
2022-07-01,oQQmPjqm7DR+exPmp6xDhg==,uk,30,12.42,2022-07-01,1,12.42,2022-08-01,0,0,0,0,5.0
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,69.15,2022-04-01,0,0,2022-08-01,0,0,0,-48.33,6.0
2022-07-01,OtAfKAtIU2D/ISKleQ64ug==,uk,38,14.55,2022-07-01,1,14.55,2022-08-01,1,14.55,0,0,0.0
2022-07-01,Ox0UcaMHdCuTLe5/JQrJMQ==,ru,18,28.35,2022-06-01,0,0,2022-08-01,0,0,10.59,0,4.0
2022-07-01,p0Ysy5XSVvKlZbKqzjyJgQ==,uk,25,22.02,2022-07-01,1,22.02,2022-08-01,0,0,0,0,5.0
2022-07-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,151.44,2022-05-01,0,0,2022-08-01,0,0,95.91,0,7.0
2022-07-01,prNQwR2IPPsvGpFgOpcGaQ==,uk,14,54.30,2022-03-01,0,0,2022-08-01,1,54.30,0,0,7.0
2022-07-01,psERjQAamFwr88Zadc4wcQ==,ru,22,13.08,2022-07-01,1,13.08,2022-08-01,1,13.08,0,0,0.0
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,ru,24,52.77,2022-03-01,0,0,2022-08-01,0,0,0,-36.84,5.0
2022-07-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,78.78,2022-05-01,0,0,2022-08-01,0,0,46.74,0,7.0
2022-07-01,qmZRB16NnnCdNHWUcSyVDQ==,ru,37,86.91,2022-06-01,0,0,2022-08-01,0,0,34.08,0,6.0
2022-07-01,QoHEss2e+b385deeX2p39Q==,ru,22,99.48,2022-06-01,0,0,2022-08-01,0,0,58.44,0,4.0
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,ru,19,27.03,2022-05-01,0,0,2022-08-01,0,0,0,-9.81,4.0
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,uk,21,46.89,2022-05-01,0,0,2022-08-01,1,46.89,0,-25.59,2.0
2022-07-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,166.38,2022-05-01,0,0,2022-08-01,0,0,124.50,0,5.0
2022-07-01,r9AjQVS2nstu5lpVmDlihA==,ru,22,24.84,2022-06-01,0,0,2022-08-01,0,0,0,-28.44,6.0
2022-07-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,29.34,2022-05-01,0,0,2022-08-01,0,0,12.27,0,6.0
2022-07-01,rw8yxS9+t5PvgINa7EhMvQ==,uk,18,72.45,2022-06-01,0,0,2022-08-01,0,0,22.53,0,6.0
2022-07-01,s27V1tbCAysovKSY1XcdWQ==,uk,34,13.56,2022-03-01,0,0,2022-08-01,1,13.56,0,0,4.0
2022-07-01,S+4OKFlwA3L8VcjOt8TurA==,uk,29,19.98,2022-05-01,0,0,2022-08-01,1,19.98,0,-9.18,2.0
2022-07-01,Sx/MqN31Cxf6tOSLIiDtLg==,uk,19,26.79,2022-07-01,1,26.79,2022-08-01,1,26.79,0,0,0.0
2022-07-01,to3TWHIKMGoINAlfTdWn+w==,uk,28,15.87,2022-06-01,0,0,2022-08-01,0,0,0,-19.47,2.0
2022-07-01,T+RA0/fgzbUBLF89D4AEDA==,ru,23,65.79,2022-03-01,0,0,2022-08-01,1,65.79,34.35,0,6.0
2022-07-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,41.01,2022-03-01,0,0,2022-08-01,1,41.01,0,-14.22,7.0
2022-07-01,urYfKANRgMuaQO9lQnBgnQ==,uk,31,22.35,2022-05-01,0,0,2022-08-01,1,22.35,9.09,0,2.0
2022-07-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,67.56,2022-03-01,0,0,2022-08-01,0,0,35.61,0,9.0
2022-07-01,v9uJC6CIm0KR00+LpWQUBg==,uk,18,94.50,2022-06-01,0,0,2022-08-01,1,94.50,63.63,0,6.0
2022-07-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,31.26,2022-03-01,0,0,2022-08-01,0,0,0,-5.52,8.0
2022-07-01,Vn7Z6/B2x4f/w8R6xVfw5w==,uk,18,21.81,2022-07-01,1,21.81,2022-08-01,0,0,0,0,5.0
2022-07-01,VzxrkGURuahRUx/43mjAFQ==,uk,37,17.16,2022-07-01,1,17.16,2022-08-01,0,0,0,0,3.0
2022-07-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,96.51,2022-03-01,0,0,2022-08-01,1,96.51,41.49,0,9.0
2022-07-01,WDsSR+yQGqoMMBfCxqkZlw==,uk,24,109.26,2022-05-01,0,0,2022-08-01,1,109.26,18.21,0,6.0
2022-07-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,76.92,2022-05-01,0,0,2022-08-01,0,0,0,-127.56,5.0
2022-07-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,35.22,2022-05-01,0,0,2022-08-01,1,35.22,22.14,0,6.0
2022-07-01,WMcncRFNp4e91e/Y3CwEvQ==,uk,23,14.04,2022-07-01,1,14.04,2022-08-01,0,0,0,0,5.0
2022-07-01,wRHnn4opzbqIBjFFNpBJtw==,uk,29,12.99,2022-07-01,1,12.99,2022-08-01,1,12.99,0,0,4.0
2022-07-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,33.75,2022-06-01,0,0,2022-08-01,0,0,19.05,0,6.0
2022-07-01,xiXTXOEbWU+HnGOUmgc9/w==,uk,20,45.75,2022-03-01,0,0,2022-08-01,0,0,30.69,0,5.0
2022-07-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,56.34,2022-04-01,0,0,2022-08-01,0,0,20.46,0,8.0
2022-07-01,+XPKfmhBmI2NdGQ96Iaysg==,uk,38,31.14,2022-07-01,1,31.14,2022-08-01,0,0,0,0,5.0
2022-07-01,xSi5UajdkNHXppWOTm6g8w==,uk,20,39.21,2022-07-01,1,39.21,2022-08-01,0,0,0,0,5.0
2022-07-01,xt/PY4N2zkZQgtlZ9Cg82w==,ru,24,107.31,2022-06-01,0,0,2022-08-01,0,0,39.60,0,6.0
2022-07-01,xU11jJIA4UIYu7pmqJ4kvg==,uk,25,27.06,2022-07-01,1,27.06,2022-08-01,1,27.06,0,0,5.0
2022-07-01,xVwGwMaEG1yZydv5VIfEQA==,uk,22,15.87,2022-05-01,0,0,2022-08-01,0,0,0,0,7.0
2022-07-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,uk,28,14.64,2022-07-01,1,14.64,2022-08-01,0,0,0,0,2.0
2022-07-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,63.63,2022-03-01,0,0,2022-08-01,0,0,22.50,0,7.0
2022-07-01,ytNOQh7e6qNGQNC0T3RBxw==,ru,26,14.13,2022-07-01,1,14.13,2022-08-01,0,0,0,0,5.0
2022-07-01,Z7/6qvk8WKH3uR6IMYlCxw==,uk,30,25.20,2022-05-01,0,0,2022-08-01,1,25.20,10.77,0,6.0
2022-07-01,ZgTMXDOYCQOiAw4VI8H7AA==,uk,25,21.63,2022-06-01,0,0,2022-08-01,0,0,7.08,0,6.0
2022-07-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,18.75,2022-03-01,0,0,2022-08-01,0,0,0,-49.83,9.0
2022-07-01,zmZPan/KZoyrIR2r/SvLdA==,ru,15,70.89,2022-05-01,0,0,2022-08-01,0,0,0,0,7.0
2022-07-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,14.4,2022-03-01,0,0,2022-08-01,0,0,0,-11.16,9.0
2022-07-01,ZU1vF9G4TjB+iEZ001MU3g==,ru,29,22.2,2022-06-01,0,0,2022-08-01,0,0,4.98,0,6.0
2022-07-01,ZxxZ87IcpgSh4lQ/VSIjnA==,uk,22,71.58,2022-04-01,0,0,2022-08-01,1,71.58,0,-0.39,8.0
2022-08-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,18.9,2022-04-01,0,0,2022-09-01,0,0,0,-6.33,7.0
2022-08-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,40.83,2022-05-01,0,0,2022-09-01,0,0,0,-11.94,6.0
2022-08-01,"1BBMagZRq/39AV1l2rm4Iw==",ru,23,89.04,2022-08-01,1,89.04,2022-09-01,0,0,0,0,3.0
2022-08-01,"1dvc3uv3gFy83YY5oJeFkQ==",uk,17,45.93,2022-08-01,1,45.93,2022-09-01,1,45.93,0,0,0.0
2022-08-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,21.18,2022-06-01,0,0,2022-09-01,0,0,4.89,0,6.0
2022-08-01,"2FYEYdoJMUOtbJ6TruruWA==",ru,20,14.19,2022-04-01,0,0,2022-09-01,1,14.19,0,-10.65,8.0
2022-08-01,"2onLVyXEEj2aH+D4N9ldYQ==",uk,16,50.04,2022-08-01,1,50.04,2022-09-01,1,50.04,0,0,4.0
2022-08-01,"3iITAz/ADjFv3PDTgTjxSg==",ru,16,97.08,2022-03-01,0,0,2022-09-01,0,0,46.50,0,6.0
2022-08-01,"3KHhqZr7/1n2+bTP13WuXA==",uk,16,20.19,2022-06-01,0,0,2022-09-01,0,0,0,0,4.0
2022-08-01,"3rCdNEPkh3vwmYB0BVadEw==",ru,27,17.34,2022-05-01,0,0,2022-09-01,1,17.34,0,-4.53,3.0
2022-08-01,"3Whh6FLR1MSfsuHKVdCEYQ==",uk,21,17.16,2022-04-01,0,0,2022-09-01,0,0,1.38,0,8.0
2022-08-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,19.86,2022-06-01,0,0,2022-09-01,0,0,0,-21.87,4.0
2022-08-01,"4b7l8C489HEJirtoe7xtFg==",uk,20,16.56,2022-03-01,0,0,2022-09-01,0,0,0,-72.72,9.0
2022-08-01,"4btLP2zvi8eBV0t08fdkKQ==",ru,20,47.91,2022-03-01,0,0,2022-09-01,0,0,7.20,0,9.0
2022-08-01,"4oH5e29koOH9zNYW8Kwcsg==",uk,28,12.51,2022-05-01,0,0,2022-09-01,1,12.51,0,-5.55,3.0
2022-08-01,"4pssft0TgDfiQexjbe25lw==",ru,26,59.40,2022-06-01,0,0,2022-09-01,1,59.40,44.97,0,5.0
2022-08-01,"5n2VR2SS79K3vJ0/V2A8RQ==",ru,27,47.13,2022-08-01,1,47.13,2022-09-01,0,0,0,0,1.0
2022-08-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,21.87,2022-05-01,0,0,2022-09-01,0,0,0,-96.96,7.0
2022-08-01,"72brUr/DKItStlTen5pHYg==",uk,24,30.63,2022-03-01,0,0,2022-09-01,0,0,0,-6.48,8.0
2022-08-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,76.29,2022-03-01,0,0,2022-09-01,0,0,54.81,0,9.0
2022-08-01,"7BqUeLmbiug63XrWs2+ZQQ==",ru,15,32.94,2022-07-01,0,0,2022-09-01,0,0,0,-28.47,5.0
2022-08-01,"7EPlnA7OQ9MhMx+od6FA9g==",ru,23,48.18,2022-03-01,0,0,2022-09-01,1,48.18,0,0,9.0
2022-08-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,40.74,2022-05-01,0,0,2022-09-01,0,0,0.51,0,6.0
2022-08-01,"7GCGwypiXsxGxetp6/KmnA==",uk,31,30.21,2022-08-01,1,30.21,2022-09-01,0,0,0,0,3.0
2022-08-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,104.70,2022-03-01,0,0,2022-09-01,0,0,15.66,0,7.0
2022-08-01,"7SeM1pmnTTTXfhI+x3ldng==",ru,22,55.56,2022-03-01,0,0,2022-09-01,0,0,0,-26.76,9.0
2022-08-01,"7vnYIRqjBNlAyBbtPg02tQ==",uk,21,82.08,2022-07-01,0,0,2022-09-01,0,0,50.49,0,5.0
2022-08-01,"7zai/c69uF/NhB95HgKuYw==",uk,16,75.15,2022-07-01,0,0,2022-09-01,0,0,12.90,0,4.0
2022-08-01,"7zbxKst2yi3pfdVI8iEChw==",ru,15,18.3,2022-04-01,0,0,2022-09-01,1,18.3,0,0,8.0
2022-08-01,"8ncYOMYXeKDelzX40EnuLA==",uk,19,158.76,2022-07-01,0,0,2022-09-01,0,0,71.82,0,5.0
2022-08-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,46.29,2022-05-01,0,0,2022-09-01,0,0,0,-74.46,7.0
2022-08-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,15.21,2022-03-01,0,0,2022-09-01,0,0,0,-49.23,7.0
2022-08-01,A6QTeGOKjaGkGkRCFqNybw==,ru,33,43.86,2022-08-01,1,43.86,2022-09-01,1,43.86,0,0,0.0
2022-08-01,ABuPH1LovAomZwU+2iw0Lw==,uk,18,51.00,2022-08-01,1,51.00,2022-09-01,0,0,0,0,4.0
2022-08-01,An7gG7hfETivAjfokQv3Ww==,uk,23,90.99,2022-07-01,0,0,2022-09-01,0,0,45.96,0,5.0
2022-08-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,43.23,2022-03-01,0,0,2022-09-01,0,0,29.52,0,9.0
2022-08-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,64.80,2022-03-01,0,0,2022-09-01,0,0,44.01,0,9.0
2022-08-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,73.38,2022-05-01,0,0,2022-09-01,0,0,58.17,0,7.0
2022-08-01,bBOj8UKjraXzMIPrGBdCrQ==,uk,28,27.60,2022-08-01,1,27.60,2022-09-01,0,0,0,0,4.0
2022-08-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,73.38,2022-03-01,0,0,2022-09-01,0,0,0,-33.21,7.0
2022-08-01,BDvlXttM/hbupcLic+5ZWg==,uk,29,13.59,2022-05-01,0,0,2022-09-01,0,0,0,0,7.0
2022-08-01,BOcGlFXXESDUbttxDzQIQw==,uk,32,88.29,2022-08-01,1,88.29,2022-09-01,0,0,0,0,4.0
2022-08-01,BTD3ZjLKfkT6ZRBT9zRwtg==,uk,14,35.79,2022-05-01,0,0,2022-09-01,1,35.79,22.89,0,7.0
2022-08-01,c5qsNfxhW80Ws3aBXDa1nA==,uk,18,15.78,2022-08-01,1,15.78,2022-09-01,0,0,0,0,4.0
2022-08-01,crKNTIblJ0113SKEtSJQHw==,uk,16,40.47,2022-05-01,0,0,2022-09-01,0,0,0,-66.78,7.0
2022-08-01,cv6g2/jSkR+FwO58WY85DQ==,uk,20,55.47,2022-08-01,1,55.47,2022-09-01,0,0,0,0,4.0
2022-08-01,d7kiN4CYGndV2/L4yQeZ4g==,ru,19,42.60,2022-08-01,1,42.60,2022-09-01,0,0,0,0,4.0
2022-08-01,D9Bdgp+w/syZMU61LudzFQ==,uk,19,16.41,2022-08-01,1,16.41,2022-09-01,0,0,0,0,1.0
2022-08-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,48.21,2022-06-01,0,0,2022-09-01,0,0,0,-5.10,4.0
2022-08-01,Dbff3x5cRk6/tUY3WQdzFQ==,uk,21,46.71,2022-04-01,0,0,2022-09-01,0,0,0,-54.12,5.0
2022-08-01,DcYWdg5xq9/5Yd7SaaVhZw==,uk,32,29.49,2022-08-01,1,29.49,2022-09-01,0,0,0,0,3.0
2022-08-01,DorDcyqBWMg5IEaflqn5Xw==,ru,23,58.92,2022-04-01,0,0,2022-09-01,0,0,0,0,8.0
2022-08-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,92.13,2022-04-01,0,0,2022-09-01,0,0,80.10,0,7.0
2022-08-01,dQAFHVkiiCKfawYALbHZeA==,uk,26,14.64,2022-07-01,0,0,2022-09-01,1,14.64,0,-1.74,3.0
2022-08-01,dVTYjVpXbOM/sOgCq4CV0g==,uk,25,41.31,2022-08-01,1,41.31,2022-09-01,0,0,0,0,4.0
2022-08-01,dxXTsxsoGNYPn+1rVBAUww==,uk,33,13.98,2022-08-01,1,13.98,2022-09-01,0,0,0,0,2.0
2022-08-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,78.39,2022-06-01,0,0,2022-09-01,0,0,0,-70.59,6.0
2022-08-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,40.14,2022-04-01,0,0,2022-09-01,0,0,8.28,0,7.0
2022-08-01,eLWkkjmSeHVGjb9tp+CJpQ==,uk,19,61.95,2022-07-01,0,0,2022-09-01,0,0,39.45,0,2.0
2022-08-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,43.71,2022-06-01,0,0,2022-09-01,0,0,0,-17.01,4.0
2022-08-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,65.52,2022-05-01,0,0,2022-09-01,0,0,25.65,0,7.0
2022-08-01,F03P4YcFbbtcWUlujjIQmQ==,ru,20,37.23,2022-07-01,0,0,2022-09-01,0,0,3.99,0,5.0
2022-08-01,F9Jtg6+0qPUKWDgBJxG8cA==,ru,18,30.39,2022-04-01,0,0,2022-09-01,1,30.39,0,-1.20,7.0
2022-08-01,fDgyPW0yy0+9ietMvl0vmA==,ru,18,65.34,2022-06-01,0,0,2022-09-01,1,65.34,32.40,0,5.0
2022-08-01,FLqAK4qKiMkvlLBgGwbBnQ==,ru,31,53.28,2022-05-01,0,0,2022-09-01,0,0,0,0,5.0
2022-08-01,fNc4x9raJu2OBcbtEloM7A==,ru,35,15.84,2022-08-01,1,15.84,2022-09-01,1,15.84,0,0,0.0
2022-08-01,fuL+cD0zV6Gn4ypTYmXUgw==,uk,16,57.60,2022-07-01,0,0,2022-09-01,0,0,0.21,0,5.0
2022-08-01,fvYhEtD56gROaXqCi9/z/Q==,uk,19,133.05,2022-07-01,0,0,2022-09-01,0,0,60.48,0,5.0
2022-08-01,G9053rs6jbKItKUhrUdLew==,uk,27,41.94,2022-07-01,0,0,2022-09-01,0,0,0,-5.07,5.0
2022-08-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,30.18,2022-06-01,0,0,2022-09-01,0,0,0,-76.89,5.0
2022-08-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,77.82,2022-03-01,0,0,2022-09-01,1,77.82,31.86,0,9.0
2022-08-01,GjL6ipu28pHPFxZJPuplNQ==,uk,28,16.44,2022-08-01,1,16.44,2022-09-01,1,16.44,0,0,0.0
2022-08-01,GOl6BQXsy0zvbvIWIoKEQw==,ru,18,76.23,2022-05-01,0,0,2022-09-01,0,0,0,-38.52,6.0
2022-08-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,17.4,2022-04-01,0,0,2022-09-01,0,0,0,-67.77,7.0
2022-08-01,gT0iqDKuIXNm4ceMd9eZ1A==,uk,20,57.78,2022-07-01,0,0,2022-09-01,0,0,0,-34.41,5.0
2022-08-01,gxZPbCoYIu8slavUm05KGA==,ru,14,19.8,2022-08-01,1,19.8,2022-09-01,0,0,0,0,4.0
2022-08-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,36.27,2022-04-01,0,0,2022-09-01,0,0,0,-19.62,7.0
2022-08-01,hi1ErLiMLDP0HWvMqLKv6g==,ru,18,32.13,2022-07-01,0,0,2022-09-01,0,0,0,-85.65,5.0
2022-08-01,HWpnvfSvYzUsQCcCKhetIg==,uk,19,102.48,2022-07-01,0,0,2022-09-01,0,0,74.25,0,5.0
2022-08-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,71.64,2022-03-01,0,0,2022-09-01,0,0,29.97,0,9.0
2022-08-01,HZqx1XVZ1mb7lM9T61x+DA==,ru,43,13.47,2022-04-01,0,0,2022-09-01,1,13.47,0,0,7.0
2022-08-01,ICBVvRc9TR+qF7IoBfEWsQ==,uk,18,44.37,2022-08-01,1,44.37,2022-09-01,0,0,0,0,3.0
2022-08-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,54.24,2022-05-01,0,0,2022-09-01,0,0,0,-30.21,7.0
2022-08-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,18.42,2022-03-01,0,0,2022-09-01,0,0,0,-30.36,7.0
2022-08-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,58.23,2022-06-01,0,0,2022-09-01,0,0,41.16,0,5.0
2022-08-01,jKSOgyMP0Yzld1pVpvyYrg==,uk,36,26.31,2022-05-01,0,0,2022-09-01,1,26.31,0,0,6.0
2022-08-01,Jp0hnV9XOJGVV5jpFhlqgQ==,uk,25,56.10,2022-03-01,0,0,2022-09-01,1,56.10,0,0,8.0
2022-08-01,juwM8fLyplCQTgKTP8dJgQ==,ru,34,13.65,2022-07-01,0,0,2022-09-01,0,0,0,-1.80,4.0
2022-08-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,24.09,2022-03-01,0,0,2022-09-01,0,0,0,-12.12,9.0
2022-08-01,JZddlB04roDQYT2zrRPBcA==,uk,44,12.45,2022-08-01,1,12.45,2022-09-01,1,12.45,0,0,0.0
2022-08-01,kAGCRMpNBghYDdEZ7r3Ptg==,en,31,12.93,2022-08-01,1,12.93,2022-09-01,1,12.93,0,0,0.0
2022-08-01,L8+KU8u6xftnkFVO501X7w==,uk,30,14.55,2022-07-01,0,0,2022-09-01,1,14.55,0.51,0,1.0
2022-08-01,lJW2nxFOiXDfsmSrwGsFQw==,uk,20,69.18,2022-08-01,1,69.18,2022-09-01,0,0,0,0,4.0
2022-08-01,Lug+Yg90jslWgHEN6dc+Ng==,uk,21,58.50,2022-04-01,0,0,2022-09-01,1,58.50,0,-34.86,8.0
2022-08-01,lx3SsUV7NOrv93tCexVp5A==,uk,16,17.22,2022-07-01,0,0,2022-09-01,0,0,0,-18.99,5.0
2022-08-01,m7Hk77dySHBbxrKgro1Hjg==,uk,30,18.84,2022-07-01,0,0,2022-09-01,1,18.84,0,-3.93,4.0
2022-08-01,mcbWtEz8ADI9GXCi1lfaSA==,uk,17,16.05,2022-08-01,1,16.05,2022-09-01,1,16.05,0,0,0.0
2022-08-01,mEtO8F+CRPGmaJ8SHa7BbA==,uk,32,26.70,2022-08-01,1,26.70,2022-09-01,0,0,0,0,3.0
2022-08-01,MRcEXu/KG95hsIyJM/816A==,uk,32,26.13,2022-05-01,0,0,2022-09-01,0,0,11.40,0,6.0
2022-08-01,MSxDpyVU8A+9Wgmnb8b1IQ==,uk,14,68.43,2022-08-01,1,68.43,2022-09-01,0,0,0,0,4.0
2022-08-01,mTha7D/MRe45dQaUAEKV3g==,uk,42,14.73,2022-08-01,1,14.73,2022-09-01,1,14.73,0,0,0.0
2022-08-01,mXihLMwkG8RgO1jsFnJXnA==,uk,32,12.75,2022-08-01,1,12.75,2022-09-01,0,0,0,0,1.0
2022-08-01,nklUUkirU5GYU5ZtNOgx8w==,ru,20,42.84,2022-04-01,0,0,2022-09-01,1,42.84,0,0,7.0
2022-08-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,15.33,2022-04-01,0,0,2022-09-01,0,0,0,-68.37,8.0
2022-08-01,o55dseByUOl9s5IQCz1kuQ==,uk,22,15.42,2022-03-01,0,0,2022-09-01,1,15.42,0.39,0,5.0
